#NET STA   CHA LOC    LAT      LON       ELEV ONDATE     OFFDATE 
NP  1827  HNZ  --  37.86059 -122.29327    20 2003/03/26 3000/01/01
NP  1828  HNZ  --  37.85834 -122.25252    68 2003/03/26 3000/01/01
NP  1829  HNZ  --  38.29027 -122.46125    -3 2003/03/24 3000/01/01
NP  1830  HNZ  --  37.37418 -122.07810    47 2003/03/31 3000/01/01
NP  1834  HNZ  --  37.42549 -122.07771     2 2003/07/09 2011/12/20
NP  1835  HNZ  --  38.44210 -122.60680   123 2003/11/18 3000/01/01
NP  1836  HNZ  --  37.69169 -122.16982     3 2004/02/23 3000/01/01
NP  1837  HNZ  --  37.23291 -121.77185    59 2004/05/24 3000/01/01
NP  1838  HNZ  --  37.38332 -121.91088    13 2004/05/26 3000/01/01
NP  1839  HNZ  --  37.28537 -121.93602    56 2004/04/20 3000/01/01
NP  1840  HNZ  --  36.77393 -119.78108    94 2003/12/22 2011/11/15
NP  1841  HNZ  --  37.35831 -121.97775     5 2004/09/02 3000/01/01
NP  1842  HNZ  --  37.68873 -121.78351   129 2004/06/19 3000/01/01
NP  1843  HNZ  --  37.72688 -122.15092    10 2004/06/24 3000/01/01
NP  1844  HNZ  --  37.88520 -122.03217    62 2004/06/14 3000/01/01
NP  1845  HNZ  --  38.57805 -122.57838   109 2004/07/08 2009/11/17
NP  1846  HNZ  --  37.94221 -121.93055   127 2004/07/06 3000/01/01
NP  1847  HNZ  --  38.01297 -122.13417     1 2004/06/23 3000/01/01
NP  1848  HNZ  --  38.36743 -122.52403    86 2004/07/07 3000/01/01
NP  1849  HNZ  --  37.46728 -122.16140    10 2004/06/08 3000/01/01
NP  1852  HNZ  --  37.41725 -122.19516     0 1990/10/26 2004/07/07
NP  1852  HNZ  --  37.41725 -122.19516    99 2005/03/17 3000/01/01
NP  1853  HNZ  --  37.44620 -122.15068    11 2005/03/08 3000/01/01
NP  1854  HNZ  --  37.75896 -122.19756     4 2005/07/13 3000/01/01
NP  1855  HNZ  --  37.76960 -122.17340    25 2005/07/14 3000/01/01
NP  1856  HNZ  --  37.80285 -122.23033     0 2005/07/08 2007/03/15
NP  1856  HNZ  --  37.80285 -122.23033    59 2007/03/15 3000/01/01
NP  1858  HNZ  --  37.72983 -122.20137     3 2005/07/14 3000/01/01
NP  1859  HNZ  --  37.74485 -122.17054     9 2005/07/15 3000/01/01
NP  1860  HNZ  --  37.78568 -122.19715    46 2005/07/13 3000/01/01
NP  1861  HNZ  --  37.79207 -122.26376     0 2005/07/07 2008/05/14
NP  1861  HNZ  --  37.79207 -122.26376     2 2008/05/14 3000/01/01
NP  1863  HNZ  --  37.66666 -121.85715   108 2005/09/27 3000/01/01
NP  1865  HNZ  --  36.88311 -121.39080    74 2007/07/18 3000/01/01
NP  2016  HNZ  --  38.86057 -117.93103  1415 1999/12/09 3000/01/01
NP  2020  HNZ  --  39.07734 -119.11905  1321 1999/12/07 3000/01/01
NP  2023  HNZ  --  39.46667 -119.77882  1358 1998/11/05 3000/01/01
NP  2027  HNZ  --  39.52268 -118.53061  1187 2007/05/02 3000/01/01
CE  20955 HNZ  --  34.13350 -114.37230   130 2003/04/09 3000/01/01
TA  214A  BHZ  --  31.95590 -112.81150   543 2010/10/08 3000/01/01
TA  214A  BHZ  --  31.95590 -112.81150   543 2007/05/07 3000/01/01
TA  214A  LHZ  --  31.95590 -112.81150   543 2010/10/08 3000/01/01
TA  214A  LHZ  --  31.95590 -112.81150   543 2007/05/07 3000/01/01
CE  22074 HNZ  --  34.90370 -116.82430   588 1999/11/19 3000/01/01
CE  22078 HNZ  --  34.15540 -116.50400  1248 2002/06/04 3000/01/01
CE  22121 HNZ  --  34.86020 -116.89200   627 2003/08/19 3000/01/01
CE  22170 HNZ  --  34.13080 -116.31490   844 2002/11/22 3000/01/01
CE  22510 HNZ  --  34.44310 -116.93750   902 2012/01/31 3000/01/01
CE  22791 HNZ  --  34.24110 -116.87240  2087 2002/11/20 3000/01/01
CE  22954 HNZ  --  34.14900 -116.08430   658 2008/04/29 3000/01/01
CE  22954 HNZ  --  34.14900 -116.08400   658 2002/11/21 2008/04/29
CE  22959 HNZ  --  34.28170 -116.45320  1030 2002/11/21 3000/01/01
CE  22960 HNZ  --  34.12200 -116.41590   998 2002/11/21 3000/01/01
CE  23024 HNZ  --  34.14700 -117.99900   167 2003/01/27 2007/04/03
CE  23024 HNZ  --  34.14740 -117.99950   167 2007/11/08 3000/01/01
CE  23049 HNZ  --  34.12520 -117.77730   362 2001/03/08 3000/01/01
CE  23056 HNZ  --  34.06490 -117.89300   144 2002/01/31 3000/01/01
CE  23057 HNZ  --  34.04300 -117.91160   164 2002/12/11 3000/01/01
CE  23063 HNZ  --  34.50250 -117.89700   942 2002/02/26 3000/01/01
CE  23072 HNZ  --  34.25300 -117.17400  1601 2002/11/19 2008/04/09
CE  23072 HNZ  --  34.25340 -117.17440  1601 2008/04/09 3000/01/01
CE  23075 HNZ  --  34.04640 -117.03520   831 2002/01/16 3000/01/01
CE  23077 HNZ  --  34.05700 -117.69800   281 2004/11/04 2006/10/31
CE  23077 HNZ  --  34.05740 -117.69760   281 2006/10/31 3000/01/01
CE  23084 HNZ  --  34.03280 -117.31200   328 2004/11/02 3000/01/01
CE  23089 HNZ  --  34.11250 -117.68060   429 2002/06/03 3000/01/01
CE  23090 HNZ  --  34.13380 -117.59780   456 2002/11/07 3000/01/01
CE  23091 HNZ  --  34.01350 -117.51060   235 2004/08/09 3000/01/01
CE  23107 HNZ  --  34.10400 -117.57400   364 2008/06/19 3000/01/01
CE  23111 HNZ  --  34.24680 -117.30140  1356 2004/11/02 3000/01/01
CE  23113 HNZ  --  34.21470 -117.12130  1892 2002/06/05 3000/01/01
CE  23119 HNZ  --  34.52240 -117.21440   893 2005/04/19 3000/01/01
CE  23120 HNZ  --  34.47210 -117.20730   913 2002/06/04 3000/01/01
CE  23138 HNZ  --  34.12470 -117.45400   433 2005/06/21 3000/01/01
CE  23138 HNZ  --  34.12500 -117.45400   433 2002/06/03 2005/06/20
CE  23163 HNZ  --  34.12290 -117.53980   401 2005/07/18 3000/01/01
CE  23163 HNZ  --  34.12300 -117.54000   401 2002/06/03 2005/07/17
CE  23164 HNZ  --  34.02620 -117.15530   559 2002/06/03 3000/01/01
CE  23169 HNZ  --  34.07400 -117.18300   408 2002/06/03 3000/01/01
CE  23173 HNZ  --  34.00180 -117.81430   279 2010/03/22 3000/01/01
CE  23173 HNZ  --  34.00200 -117.81400   279 2002/02/22 2010/03/22
CE  23177 HNZ  --  34.14060 -117.96710   172 2002/02/07 3000/01/01
CE  23178 HNZ  --  34.13210 -117.91080   184 2002/02/07 3000/01/01
CE  23179 HNZ  --  34.09590 -117.90600   150 2002/02/08 3000/01/01
CE  23292 HNZ  --  34.42570 -117.54440  1220 2005/07/21 3000/01/01
CE  23327 HNZ  --  34.09220 -117.81010   270 2009/08/27 3000/01/01
CE  23417 HNZ  --  34.03320 -117.60730   252 2010/12/09 3000/01/01
CE  23525 HNZ  --  34.05630 -117.74870   257 1998/02/11 3000/01/01
CE  23542 HNZ  --  34.06500 -117.29200   297 1998/03/25 2008/07/21
CE  23542 HNZ  --  34.06560 -117.29280   297 2008/07/21 3000/01/01
CE  23547 HNZ  --  34.03740 -117.20650   430 2013/01/16 3000/01/01
CE  23583 HNZ  --  34.40500 -117.31300  1008 1998/02/25 2011/04/29
CE  23583 HNZ  --  34.40520 -117.31310  1008 2011/04/29 3000/01/01
CE  23732 HNZ  --  34.22390 -117.33100   600 1998/02/18 3000/01/01
CE  23773 HNZ  --  34.06670 -117.98460    93 2004/03/05 3000/01/01
CE  23774 HNZ  --  34.07300 -117.93900   113 2004/08/05 2008/11/20
CE  23774 HNZ  --  34.07320 -117.93820   113 2008/11/20 3000/01/01
CE  23780 HNZ  --  34.09640 -117.28720   306 2002/04/04 3000/01/01
CE  23836 HNZ  --  34.11360 -117.85120   235 2000/04/06 3000/01/01
CE  23837 HNZ  --  34.06250 -117.78500   246 2002/11/05 3000/01/01
CE  23842 HNZ  --  33.99980 -117.93540   120 2001/12/18 3000/01/01
CE  23843 HNZ  --  34.03600 -117.95000    99 2003/03/05 2011/01/26
CE  23843 HNZ  --  34.03630 -117.95120    99 2011/01/26 3000/01/01
CE  23895 HNZ  --  34.07630 -117.67050   329 2002/12/05 3000/01/01
CE  23896 HNZ  --  34.07730 -117.62150   320 2001/03/07 3000/01/01
CE  23897 HNZ  --  34.13320 -117.25280   355 2005/10/20 3000/01/01
CE  23898 HNZ  --  34.13500 -117.32230   371 2001/03/06 3000/01/01
CE  23899 HNZ  --  34.06920 -117.39810   335 1999/07/29 3000/01/01
CE  23912 HNZ  --  34.09960 -117.43410   389 2002/11/22 3000/01/01
CE  23920 HNZ  --  34.00350 -117.05880   732 2000/03/02 3000/01/01
CE  23938 HNZ  --  34.02090 -117.86570   175 2002/12/11 3000/01/01
CE  23939 HNZ  --  34.12110 -117.73820   392 2001/03/08 3000/01/01
CE  23940 HNZ  --  34.09570 -117.74520   332 2001/03/08 3000/01/01
CE  23956 HNZ  --  34.92880 -117.19810   662 2011/05/18 3000/01/01
CE  23956 HNZ  --  34.92900 -117.19800   662 2001/03/07 2011/05/18
CE  23957 HNZ  --  34.74360 -117.33450   739 2003/04/23 3000/01/01
CE  23958 HNZ  --  34.43930 -117.64660  1231 2003/04/23 3000/01/01
CE  24009 HNZ  --  34.25850 -118.30140   468 2003/04/07 3000/01/01
CE  24010 HNZ  --  34.20760 -118.23310   379 2003/04/08 3000/01/01
CE  24011 HNZ  --  34.12660 -118.34550   230 2002/01/24 3000/01/01
CE  24012 HNZ  --  34.14850 -118.37060   175 2002/01/23 3000/01/01
CE  24013 HNZ  --  34.19410 -118.58880   237 2003/04/22 3000/01/01
CE  24014 HNZ  --  34.04490 -118.52230    95 2003/04/21 3000/01/01
CE  24015 HNZ  --  34.19630 -118.34130   202 2003/03/28 3000/01/01
CE  24016 HNZ  --  34.14410 -118.26210   152 2003/04/15 3000/01/01
CE  24018 HNZ  --  34.04090 -118.71080   104 2003/04/28 3000/01/01
CE  24020 HNZ  --  34.07520 -118.21760   106 2003/03/18 3000/01/01
CE  24021 HNZ  --  34.17410 -118.20010   315 2003/03/17 3000/01/01
CE  24022 HNZ  --  34.15500 -118.13270   265 2003/03/03 3000/01/01
CE  24023 HNZ  --  34.16550 -118.15020   293 2002/03/22 3000/01/01
CE  24025 HNZ  --  34.04080 -118.12960    92 2003/03/04 3000/01/01
CE  24029 HNZ  --  34.10340 -118.10010   136 2005/01/27 3000/01/01
CE  24030 HNZ  --  34.09710 -118.13060   153 2003/03/04 3000/01/01
CE  24033 HNZ  --  34.08410 -118.10060   107 2003/03/04 3000/01/01
CE  24034 HNZ  --  34.02550 -118.23010    70 2003/04/08 3000/01/01
CE  24039 HNZ  --  34.00400 -118.28700    49 2003/04/09 3000/01/01
CE  24040 HNZ  --  34.03120 -118.20780    98 2003/03/18 3000/01/01
CE  24048 HNZ  --  34.02890 -118.48240    48 2003/04/18 3000/01/01
CE  24051 HNZ  --  34.25000 -118.53650   276 2002/01/22 3000/01/01
CE  24061 HNZ  --  34.00550 -118.23080    61 2002/02/20 3000/01/01
CE  24062 HNZ  --  34.69860 -118.07740   731 2002/02/26 3000/01/01
CE  24064 HNZ  --  34.43410 -118.53190   366 2003/04/24 3000/01/01
CE  24087 HNZ  --  34.23580 -118.43980   262 2008/12/15 3000/01/01
CE  24087 HNZ  --  34.23600 -118.43900   262 1997/06/03 2008/12/15
CE  24088 HNZ  --  34.29590 -118.37560   451 2011/08/08 3000/01/01
CE  24088 HNZ  --  34.29600 -118.37500   451 2004/06/24 2011/08/08
CE  24109 HNZ  --  34.10790 -118.15300   186 2002/01/30 2005/08/09
CE  24109 HNZ  --  34.10810 -118.15410   186 2005/08/10 3000/01/01
CE  24110 HNZ  --  34.10860 -118.05780   123 2002/02/08 3000/01/01
CE  24114 HNZ  --  34.07530 -118.04190    83 2003/01/27 3000/01/01
CE  24115 HNZ  --  34.09550 -118.01190   101 2004/11/04 3000/01/01
CE  24117 HNZ  --  34.51920 -118.28630   861 2003/06/17 3000/01/01
CE  24126 HNZ  --  34.28870 -118.74670   315 2006/12/07 3000/01/01
CE  24126 HNZ  --  34.28900 -118.74600   315 2001/06/19 2006/12/07
CE  24157 HNZ  --  34.00830 -118.36210   146 2008/05/05 3000/01/01
CE  24157 HNZ  --  34.00900 -118.36100   146 2001/11/06 2008/05/05
CE  24271 HNZ  --  34.67360 -118.43090   999 1997/08/19 3000/01/01
CE  24277 HNZ  --  34.45920 -118.65170   399 1997/12/16 3000/01/01
CE  24279 HNZ  --  34.38700 -118.53300   378 2003/01/27 2010/01/25
CE  24279 HNZ  --  34.38750 -118.53410   378 2010/01/25 3000/01/01
CE  24289 HNZ  --  34.05500 -118.25100   107 2005/06/16 2005/09/22
CE  24289 HNZ  --  34.05550 -118.25230   107 2005/09/22 3000/01/01
CE  24293 HNZ  --  34.73810 -118.21760   713 2005/07/20 3000/01/01
CE  24363 HNZ  --  34.05780 -118.20960   102 2010/06/23 3000/01/01
CE  24363 HNZ  --  34.05800 -118.20900   102 2008/04/17 2010/06/23
CE  24396 HNZ  --  34.01230 -118.80230    34 2005/04/05 3000/01/01
CE  24396 HNZ  --  34.01300 -118.80000    34 1997/09/17 2005/04/05
CE  24399 HNZ  --  34.22360 -118.05820  1721 2005/08/11 3000/01/01
CE  24400 HL1  --  34.03700 -118.17800    48 2004/07/15 2008/09/09
CE  24400 HLZ  --  34.03700 -118.17800    48 2004/07/15 2008/09/09
CE  24400 HNZ  00  34.03700 -118.17800    48 2008/09/09 3000/01/01
CE  24400 HNZ  01  34.03700 -118.17800    48 2008/09/09 3000/01/01
CE  24401 HNZ  --  34.11520 -118.13140   171 1997/10/27 3000/01/01
CE  24402 HNZ  --  34.17690 -118.09720   295 2001/05/10 3000/01/01
CE  24461 HNZ  --  34.07000 -118.15000   131 1997/06/24 2007/12/12
CE  24461 HNZ  --  34.07050 -118.15090   131 2007/12/12 3000/01/01
CE  24528 HNZ  --  34.27120 -118.67720   311 2012/04/05 3000/01/01
CE  24592 HNZ  --  34.05300 -118.17100   184 1990/09/10 2011/03/17
CE  24592 HNZ  --  34.05330 -118.17170   184 2011/03/17 3000/01/01
CE  24611 HNZ  --  34.05910 -118.24660   117 1998/04/02 3000/01/01
CE  24612 HNZ  --  34.04280 -118.27230    71 1998/04/01 3000/01/01
CE  24644 HNZ  --  34.74300 -118.72400  1364 1997/10/09 2010/05/12
CE  24644 HNZ  --  34.74330 -118.72490  1364 2010/05/12 3000/01/01
CE  24691 HNZ  --  34.14900 -118.15000   260 2004/01/01 2005/09/22
CE  24691 HNZ  --  34.14910 -118.15090   260 2005/09/22 3000/01/01
CE  24703 HNZ  --  34.03620 -118.37840    26 2012/03/08 3000/01/01
CE  24722 HNZ  --  34.15430 -118.46400   213 2003/03/25 3000/01/01
CE  24752 HNZ  --  34.14230 -118.30510   318 2004/11/16 3000/01/01
CE  24763 HNZ  --  34.32700 -118.44400   448 1997/06/03 2005/09/21
CE  24763 HNZ  --  34.32750 -118.44530   448 2005/09/22 3000/01/01
CE  24765 HNZ  --  34.21900 -118.42900   241 2004/03/03 2008/12/09
CE  24765 HNZ  --  34.21980 -118.42980   241 2008/12/09 3000/01/01
CE  24800 HNZ  --  34.27250 -118.46680   294 2000/03/15 3000/01/01
CE  24801 HNZ  --  34.14600 -118.41350   191 2002/04/05 3000/01/01
CE  24802 HNZ  --  34.16190 -118.50140   230 2001/01/17 3000/01/01
CE  24803 HNZ  --  34.18560 -118.62380   254 2003/04/22 3000/01/01
CE  24804 HNZ  --  34.21910 -118.62800   256 1999/11/09 3000/01/01
CE  24805 HNZ  --  34.22890 -118.52890   247 1999/11/10 3000/01/01
CE  24806 HNZ  --  34.22180 -118.57140   250 1999/11/09 3000/01/01
CE  24807 HNZ  --  34.16700 -118.59700   273 2000/09/20 3000/01/01
CE  24808 HNZ  --  34.17180 -118.42070   204 2003/04/22 3000/01/01
CE  24809 HNZ  --  34.09720 -118.35330   105 2000/11/16 3000/01/01
CE  24810 HNZ  --  34.10340 -118.31750   123 1999/12/01 3000/01/01
CE  24811 HNZ  --  34.08370 -118.30810    90 2002/01/14 3000/01/01
CE  24812 HNZ  --  34.10760 -118.26390   131 1999/12/01 3000/01/01
CE  24813 HNZ  --  34.09690 -118.23120   110 2000/09/20 3000/01/01
CE  24814 HNZ  --  34.13960 -118.21090   177 2000/09/15 3000/01/01
CE  24815 HNZ  --  34.19940 -118.39700   226 2004/03/03 3000/01/01
CE  24816 HNZ  --  34.04880 -118.29130    68 2004/08/05 3000/01/01
CE  24817 HNZ  --  34.05850 -118.47960   115 2002/04/17 3000/01/01
CE  24818 HNZ  --  34.04110 -118.34930    38 2002/10/21 3000/01/01
CE  24819 HNZ  --  34.05980 -118.44910    98 2001/01/31 3000/01/01
CE  24833 HNZ  --  34.06270 -118.31560    60 2001/01/31 3000/01/01
CE  24838 HNZ  --  34.03730 -118.26420    71 2001/08/22 3000/01/01
CE  24839 HNZ  --  34.05820 -118.25220    98 2002/11/05 3000/01/01
CE  24841 HNZ  --  34.00130 -118.07830    55 2002/10/25 3000/01/01
CE  24850 HNZ  --  34.03170 -118.01920    79 2002/01/16 3000/01/01
CE  24851 HNZ  --  34.06950 -118.34640    65 2012/05/22 3000/01/01
CE  24851 HNZ  --  34.07000 -118.34600    65 1999/12/02 2001/08/22
CE  24852 HNZ  --  34.02450 -118.28530    55 2001/08/22 3000/01/01
CE  24853 HNZ  --  34.07740 -118.28650    83 1999/12/01 3000/01/01
CE  24855 HNZ  --  34.41350 -118.79660   211 2000/02/17 3000/01/01
CE  24856 HNZ  --  34.18490 -118.88510   220 2003/02/27 3000/01/01
CE  24857 HNZ  --  34.18620 -118.92960   195 2003/06/24 3000/01/01
CE  24858 HNZ  --  34.14070 -118.87610   296 2003/02/20 3000/01/01
CE  24859 HNZ  --  34.18110 -118.76100   325 2003/03/11 3000/01/01
CE  24860 HNZ  --  34.27100 -118.73610   280 2004/08/04 3000/01/01
CE  24861 HNZ  --  34.26230 -118.67020   316 2000/02/16 3000/01/01
CE  24863 HNZ  --  34.22390 -118.99490    42 2002/05/30 3000/01/01
CE  24864 HNZ  --  34.25650 -118.99580    91 2003/02/27 3000/01/01
CE  24865 HNZ  --  34.13850 -118.36510   180 2003/03/13 3000/01/01
CE  24866 HNZ  --  34.19330 -118.54840   225 2000/02/25 3000/01/01
CE  24909 HNZ  --  34.02940 -118.43530    42 2002/05/08 3000/01/01
CE  24941 HNZ  --  34.01740 -118.14680    56 2003/02/20 3000/01/01
CE  24943 HNZ  --  34.17210 -118.28910   171 2003/04/15 3000/01/01
CE  24944 HNZ  --  34.23020 -118.25280   479 2003/04/07 3000/01/01
CE  24945 HNZ  --  34.16320 -118.25540   174 1999/11/30 3000/01/01
CE  24946 HNZ  --  34.17330 -118.22850   248 2002/10/03 3000/01/01
CE  24947 HNZ  --  34.17990 -118.33660   183 1999/11/30 3000/01/01
CE  24965 HNZ  --  34.57020 -118.03010   808 2002/10/09 3000/01/01
CE  24967 HNZ  --  34.60190 -118.18200   825 2003/06/02 2006/11/28
CE  24967 HNZ  --  34.60340 -118.18210   825 2006/11/28 3000/01/01
CE  24970 HNZ  --  34.00730 -118.43660    33 2003/04/17 3000/01/01
CE  24977 HNZ  --  34.04110 -118.24780    75 2003/04/08 3000/01/01
CE  24978 HNZ  --  34.04370 -118.44280    69 2003/04/21 3000/01/01
CE  24979 HNZ  --  34.02890 -118.40870    38 2003/04/18 3000/01/01
CE  24980 HNZ  --  34.05570 -118.27390    91 2003/04/08 3000/01/01
CE  24981 HNZ  --  34.16760 -118.37880   192 2011/06/30 3000/01/01
CE  24981 HNZ  --  34.16800 -118.37900   192 2003/04/22 2011/06/30
CE  24982 HNZ  --  34.10000 -118.28800   126 2003/11/16 2005/11/16
CE  24982 HNZ  --  34.10030 -118.28780   126 2005/11/16 3000/01/01
CE  24983 HNZ  --  34.05070 -118.38400    40 2002/05/09 3000/01/01
CE  24984 HNZ  --  34.02120 -118.32510    37 2003/04/09 3000/01/01
CE  24987 HNZ  --  34.01250 -118.25700    62 2003/04/09 3000/01/01
CE  25029 HNZ  --  34.74850 -119.13400  1660 2004/05/24 3000/01/01
CE  25051 HNZ  --  34.84070 -119.06810  1707 2009/10/19 3000/01/01
CE  25091 HNZ  --  34.42290 -119.85310     2 2001/06/12 3000/01/01
CE  25130 HNZ  --  34.17540 -119.22570     2 2002/10/08 3000/01/01
CE  25131 HNZ  --  34.15070 -119.19800     2 2002/10/08 3000/01/01
CE  25132 HNZ  --  34.35330 -119.06010    80 2003/03/10 3000/01/01
CE  25133 HNZ  --  34.27030 -119.18050    62 2004/03/04 3000/01/01
CE  25135 HNZ  --  34.18640 -119.17870    11 2004/03/04 3000/01/01
CE  25147 HNZ  --  34.11250 -119.11930     1 2001/06/18 3000/01/01
CE  25148 HNZ  --  34.10890 -119.06580   427 1997/07/31 3000/01/01
CE  25246 HNZ  --  34.22900 -119.17500    23 2004/09/07 3000/01/01
CE  25282 HNZ  --  34.20820 -119.07970    21 2002/10/08 3000/01/01
CE  25340 HNZ  --  34.27640 -119.29440    16 2001/06/29 3000/01/01
CE  25392 HNZ  --  34.41500 -119.84720    14 2007/04/10 3000/01/01
CE  25423 HNZ  --  34.43830 -119.75540    53 2009/06/24 3000/01/01
CE  25423 HNZ  --  34.43900 -119.75600    53 2001/06/12 2009/06/24
CE  25782 HNZ  --  34.43000 -119.72400    44 2004/03/04 2011/09/14
CE  25782 HNZ  --  34.43010 -119.72450    44 2011/09/14 3000/01/01
CE  25854 HNZ  --  34.44830 -119.23100   232 2000/06/29 3000/01/01
CE  25902 HNZ  --  34.17940 -119.46960   -98 2001/07/18 3000/01/01
CE  25969 HNZ  --  34.21500 -119.15730    23 2002/10/08 3000/01/01
NP  262   HNZ  --  34.57804 -118.11392   810 1999/09/16 3000/01/01
CE  26334 HNZ  --  34.96730 -120.42610    69 2007/04/09 3000/01/01
CE  26456 HNZ  --  34.63830 -120.45690    31 2011/09/13 3000/01/01
CE  26472 HNZ  --  34.95010 -120.41230    73 2012/01/23 3000/01/01
CE  26971 HNZ  --  34.51890 -120.32890   183 2009/06/22 3000/01/01
CE  26971 HNZ  --  34.51900 -120.32800   183 2004/03/03 2009/06/22
NP  283   HNZ  0B  33.91679 -118.06756    24 1991/08/01 1997/07/24
NP  283   HNZ  0B  34.42444 -119.70236    24 1998/04/22 3000/01/01
NP  286   HNZ  00  32.95477 -115.82430   218 2005/04/20 3000/01/01
NP  286   HNZ  01  32.95477 -115.82430   218 2006/04/20 3000/01/01
CE  32076 HNZ  --  35.97120 -116.27120   488 2004/03/25 3000/01/01
CE  32207 HNZ  --  35.27140 -116.67410   744 2007/02/28 3000/01/01
CE  33083 HNZ  --  35.00330 -117.65060   747 2000/01/21 3000/01/01
CE  34093 HNZ  --  35.06970 -118.17590   865 2007/06/25 3000/01/01
CE  34095 HNZ  --  35.22500 -118.56500   769 2004/10/28 2007/03/01
CE  34095 HNZ  --  35.22530 -118.56660   769 2007/03/01 3000/01/01
CE  34349 HNZ  --  35.61560 -118.47840   754 2005/07/19 3000/01/01
CE  35078 EHZ  10  35.36640 -119.92390   747 2013/04/04 3000/01/01
CE  35078 HNZ  --  35.36640 -119.92390   747 2013/04/04 3000/01/01
CE  35078 HNZ  10  35.36640 -119.92390   747 2013/04/04 3000/01/01
CE  35110 EHZ  10  35.26300 -119.81560   695 2013/04/04 3000/01/01
CE  35110 HNZ  --  35.26300 -119.81560   695 2013/04/04 3000/01/01
CE  35110 HNZ  10  35.26300 -119.81560   695 2013/04/04 3000/01/01
CE  35219 HNZ  --  35.40340 -119.45030    84 2004/01/07 3000/01/01
CE  35342 EHZ  10  35.26070 -119.82020   669 2013/04/04 3000/01/01
CE  35342 HNZ  --  35.26070 -119.82020   669 2013/04/04 3000/01/01
CE  35342 HNZ  10  35.26070 -119.82020   669 2013/04/04 3000/01/01
CE  35365 HNZ  --  35.35510 -119.05590   118 2005/07/14 3000/01/01
CE  36014 EHZ  10  35.30390 -120.02220   640 2013/04/04 3000/01/01
CE  36014 HNZ  --  35.30390 -120.02220   640 2013/04/04 3000/01/01
CE  36014 HNZ  10  35.30390 -120.02220   640 2013/04/04 3000/01/01
CE  36138 HNZ  --  35.89850 -120.43310   465 2004/10/01 3000/01/01
CE  36153 HNZ  --  35.20800 -120.45700   168 2004/05/19 2006/04/18
CE  36153 HNZ  --  35.20830 -120.46020   168 2006/04/18 3000/01/01
CE  36227 HNZ  --  35.69110 -120.33390   338 2004/04/05 3000/01/01
CE  36316 HNZ  --  35.61470 -120.65700   246 2006/04/25 3000/01/01
CE  36317 HNZ  --  35.46380 -120.65080   299 2006/04/25 3000/01/01
CE  36529 HNZ  --  35.87800 -120.35870   491 2001/09/28 3000/01/01
CE  36712 HNZ  --  35.55600 -120.72220   264 2009/05/11 3000/01/01
CE  36712 HNZ  --  35.55600 -120.72000   264 2004/05/18 2009/05/11
CE  37313 HNZ  --  35.68430 -121.16720   467 2006/04/26 3000/01/01
CE  37737 HNZ  --  35.59320 -121.12500     7 2004/05/18 3000/01/01
NP  412   HNZ  --  32.78060 -115.56810    -9 2011/03/10 3000/01/01
NP  412   HNZ  --  32.78060 -115.56810     0 1996/06/06 2011/03/10
CE  42079 HNZ  --  36.50360 -116.87020   -33 2003/06/11 3000/01/01
CE  43080 HNZ  --  36.99620 -117.36620   684 2004/10/19 3000/01/01
CE  43158 HNZ  --  36.22810 -117.96990  1149 2005/04/14 3000/01/01
CE  44015 HNZ  --  36.60070 -118.06050  1143 2003/06/11 3000/01/01
CE  44367 HNZ  --  36.27900 -118.00710  1115 2004/10/28 3000/01/01
CE  46173 HNZ  --  36.39440 -120.98280   512 2004/08/17 3000/01/01
CE  46314 HNZ  --  36.50300 -120.32000    90 2004/05/19 2011/03/22
CE  46314 HNZ  --  36.50310 -120.32100    90 2011/03/22 3000/01/01
NP  464   HNZ  --  32.80005 -115.47463   -12 2000/04/14 3000/01/01
CE  47006 HNZ  --  36.97290 -121.56900    68 2008/09/10 3000/01/01
CE  47006 HNZ  --  36.97300 -121.56800    68 2002/09/19 2008/09/10
